text,headline
"москва, 29 янв риа новости. российский голкипер евгений набоков, отразивший 35 бросков, не сумел спасти свой сан-хосе от домашнего поражения со счетом 3:4 в овертайме от чикаго в споре лидеров западной конференции национальной хоккейной лиги нхл. начало матча стало кошмарным для набокова, который к 9-й минуте пропустил три гола. но во втором и третьем периодах россиянин был непробиваем, отразив за это время 28 бросков. акулы смогли сравнять счет, забивая по голу в каждой 20-минутке, и игра перешла в овертайм. победу ястребам принес точный бросок троя брауэра на 2-й минуте дополнительного времени. несмотря на поражение, сан-хосе остается лучшей командой запада в нхл, опережая чикаго на 1 очко 79 против 78. результаты остальных матчей четверга в нхл: каролина айлендерс - 4:1, коламбус лос-анджелес - 1:4, питтсбург оттава - 1:4 форвард хозяев евгений малкин открыл счет в матче, филадельфия атланта - 3:4 третий гол гостей забил илья ковальчук, колорадо миннесота - 0:1, финикс калгари - 2:2 по буллитам - 2:0, эдмонтон сент-луис - 1:2.",набоков не уберег сан-хосе от поражения чикаго в нхл
"хабаровск, 29 янв - риа новости, лариса докучаева. сотрудники милиции в четверг обнаружили при досмотре автомобиля в районе села богородское хабаровского края 1,4 тонны рыбы осетровых пород, вылов которой запрещен российским законодательством, сообщил в пятницу риа новости представитель пресс-службы увд хабаровского края. рыба обнаружена в автомобиле мицубиси кантер, управлял которым житель города амурска. сопроводительные документы на груз отсутствовали, сейчас по этому факту проводится проверка, - сказал представитель пресс-службы. он отметил, что рыба изъята и передана на ответственное хранение.","около 1,4 тонны осетров изъято в хабаровском крае"
"москва, 29 янв риа новости. орландо победил бостон со счетом 96:94 на своем паркете в битве соперников по восточной конференции в национальной баскетбольной ассоциации нба, отыграв дефицит в 16 очков. выиграв первую четверть с разницей в 11 очков, бостон удерживал комфортное преимущество, которое достигло своего максимума 16 очков в начале третьей 12-минутки. за пять минут до финальной сирены хозяева сумели выровнять положение, но селтикс на последних секундах снова вышел вперед 94:01. тем не менее, орландо после трехочкового броска джей-джей редика сравнял счет, а победу мэджик принес проход и бросок рашарда льюиса за 1,3 секунды до финальной сирены. результаты остальных матчей четверга в нба: нью-йорк торонто - 104:106, финикс даллас - 112:106.","орландо победил бостон в нба, отыграв дефицит в 16 очков"
"челябинск, 29 янв - риа новости. суд приговорил бывшую сотрудницу почтамта города магнитогорск челябинской области к одному году лишения свободы условно за присвоение денежных средств граждан в размере более 124 тысяч рублей, сообщает в пятницу сайт прокуратуры области. по данным следствия, с августа 2008 года по февраль 2009 года елена малышева, бывшая в то время оператором связи магнитогорского почтамта, принимала от граждан, получающих посылки, денежные средства наложенным платежом. в дальнейшем, производя манипуляции с документами, она, как утверждает следствие, не отправляла деньги адресату, а присваивала их. действия малышевой причинили более чем 80 потерпевшим ущерб на общую сумму более 124 тысяч рублей, добавляется в сообщении. она осуждена по части 1 статьи 160 ук рф присвоение имущества, вверенного виновному и приговорена к одному году лишения свободы условно с испытательным сроком один год. в ходе судебного разбирательства женщина частично погасила причиненный ущерб в размере 118,17 тысячи рублей, - говорится в сообщении. также судом удовлетворены исковые требования потерпевших на сумму 6,61 тысячи рублей, уточняет ведомство. прокуратура рекомендует гражданам требовать у операторов почтовых отделений документ, подтверждающий принятие денежных средств наложенным платежом, чтобы не попасть в подобную ситуацию.",работница почты осуждена условно за присвоение 124 тыс рублей
"новосибирск, 29 янв - риа новости. мвд хакасии возбудило уголовное дело по статье мошенничество в отношении гендиректора и бухгалтера зао гидроэнергоремонт - подрядчика саяно-шушенской гэс, сообщает в пятницу сайт ведомства со ссылкой на начальника управления по налоговым преступлениям мвд по республике дмитрия минайчева. в сообщении говорится, что уголовное дело возбуждено по части 4 статьи 159 ук рф мошенничество, совершенное организованной группой либо в особо крупном размере, санкция предусматривает до десяти лет лишения свободы. следствие полагает, что генеральный директор и бухгалтер зао гидроэнергоремонт, злоупотребляя доверием, в 2007 году завладели денежными средствами в сумме более 24 миллионов рублей, которые были перечислены по договору подряда с оао саяно-шушенская гэс имени п.с. непорожнего на ремонт гидроагрегатов. уголовное дело было возбуждено еще в прошлом году, однако сообщили об этом только в пятницу. крупнейшая в рф саяно-шушенская гэс была остановлена утром 17 августа 2009 года из-за аварии, когда в машинный зал хлынула вода. погибли 75 человек, 13 пострадали. уничтожены три гидроагрегата гэс и повреждены остальные семь. на восстановление станции, по разным оценкам, потребуется около четырех лет, стоимость работ составит 37-40 миллиардов рублей. анализ причин произошедшего показал, что к аварии привел комплекс причин, в том числе и недостаточный технический контроль, а также состояние оборудования.",дело о мошенничестве возбуждено против руководства подрядчика сшгэс
"уфа, 29 янв - риа новости, рамиля салихова. два человека пострадали в четверг при взрыве твердотопливного котла отопления в жилом доме в аургазинском районе башкирии, сообщил в пятницу риа новости представитель пресс-службы республиканского мчс. по словам собеседника агентства, в четверг днем в одном из личных хозяйств деревни степановка аургазинского района произошел взрыв котла отопления. хозяйка дома с закрытым переломом левой голени и травмой головы и ее 63-летний отец с диагнозом закрытый перелом левого предплечья, ушибленная рана левой кисти были госпитализированы, - сказал представитель пресс-службы, добавив, что взрывом на кухне дома были выбиты стекла и повреждена мебель. собеседник агентства отметил, что за три дня до происшествия в дом за неуплату была прекращена подача сетевого газа. в помещении было холодно, и женщина решила затопить твердотопливный котел отопления кс-16. через некоторое время произошел взрыв в котле, - сказал представитель пресс-службы. по его словам, причины происшествия устанавливаются. собеседник агентства уточнил, что котел мог взорваться из-за нарушения правил эксплуатации. по всей видимости, вода в системе отопления замерзла, а после сжигания топлива произошло повышение давления, что и привело к взрыву, - сказал представитель пресс-службы.",два человека пострадали в башкирии при взрыве отопительного котла
"воронеж, 29 янв - риа новости. правоохранительные органы в пятницу возбудили уголовное дело по факту произошедшего в четверг в рязанской области дтп с участием локомотива и автобуса, сообщил риа новости представитель увд региона. уголовное дело возбуждено по части 5 статьи 264 ук рф нарушение правил дорожного движения, - сказал собеседник агентства. санкция статьи предусматривает до семи лет лишения свободы. по предварительной версии, в дтп виноват водитель автобуса, проехавший на красный свет светофора. ранее сообщалось, что в результате дтп шесть человек погибли и девять ранены",по факту дтп под рязанью возбуждено уголовное дело
"москва, 29 января - риа новости. до 20-30% коммерческих объектов олимпиады, которые должны быть построены в сочи к играм-2014, ждут своего инвестора, сообщил министр регионального развития рф виктор басаргин. он отметил, что часть олимпийских объектов - гостиницы, транспортная инфраструктура - может быть построена за счет иностранных инвесторов, в частности, китайских компаний, отмечает пресс-служба ведомства по итогам встречи министра с послом кнр в россии ли хуэем, которая прошла в четверг. всего к зимней олимпиаде 2014 года в сочи появятся 235 объектов. строительство олимпийских объектов и инфраструктуры в сочи к олимпиаде-2014 обойдется государству в 195,3 миллиарда рублей, тогда как ранее стоимость олимпиады оценивалась в 206 миллиардов рублей. на развитие сочи как туристического центра из всех денег, выделяемых на развитие города и строительство олимпийских объектов, будет потрачено 80%, и только оставшиеся 20% - на сами игры. кроме того, глава минрегиона рф и посол кнр в россии договорились о дальнейшей координации работы по реализации программы сотрудничества между регионами дальнего востока, восточной сибири и северо-востока китая, рассчитанной до 2018 года. в завершении встречи басаргин принял приглашение посетить кнр в марте 2010 года, сообщает пресс-служба.",порядка трети олимпийских объектов в сочи ждут своего инвестора
"москва, 29 янв - риа новости. курс доллара вырос на открытии валютных торгов в пятницу на ммвб на 11 копеек - до 30,43 рубля, евро - на 3 копейки - до 42,50 рубля, свидетельствуют данные ммвб.стоимость бивалютной корзины, рассчитанная по рыночным курсам, составила на 10.03 мск 35,89 рубля, увеличившись на 10 копеек по сравнению с уровнем предыдущего закрытия.на закрытии четверга курс доллара расчетами завтра составлял 30,32 рубля, курс евро - 42,47 рубля. обмен валюты: как не стать жертвой мошенников","доллар подорожал на открытии торгов в пятницу на 11 коп - до 30,43 руб"
"москва, 29 янв - риа новости. сальдо операций банка россии с банковским сектором по предоставлению и абсорбированию рублевой ликвидности со сроками исполнения 29 января на начало операционного дня в пятницу сложилось отрицательным, составив 1,8 миллиарда рублей, сообщил департамент внешних и общественных связей банка россии. в четверг, 28 января, сальдо было положительным и составляло 11,4 миллиарда рублей. сальдо операций рассчитывается как разница между обязательствами банка россии перед банковским сектором и требованиями цб рф к банковскому сектору со сроками исполнения, приходящимися на текущий день. отрицательный знак сальдо операций характеризует абсорбирование денежных средств банком россии, положительный знак - предоставление ликвидности банковскому сектору.","отрицательное сальдо операций цб с банковским сектором - 1,8 млрд руб"
"о, как хорошо, что никому неизвестно, когда я начал писать, заметил как-то чехов в письме к своей сестре. этот факт творческой биографии писателя действительно до сих пор не дает покоя литературоведам. первым же напечатанным произведением принято считать его рассказ письмо к ученому соседу. сам чехов также считал этот рассказ своей первой публикацией. рассказ был напечатан 9 марта 1880 года в журнале стрекоза 10 под заглавием письмо донского помещика степана владимировича n к ученому соседу д-ру фридриху. подпись:...в. редакция стрекозы ответила молодому автору 20 января 1880 года так: милостивый государь! редакция имеет честь известить вас, что присланный вами рассказ написан недурно и будет помещен в журнале. гонорар прилагается редакцией в размере 5 к. со строки. редактор ипп. василевский. этого не может быть, потому что не может быть никогда, - фраза из письма к ученому соседу вошла в наш обиход и стала афоризмом, хотя многие даже не подозревают, что принадлежит она чехову. антон чехов. письмо к ученому соседу. село блины-съедены дорогой соседушка. максим... забыл как по батюшке, извените великодушно! извените и простите меня старого старикашку и нелепую душу человеческую за то, что осмеливаюсь вас беспокоить своим жалким письменным лепетом. вот уж целый год прошел как вы изволили поселиться в нашей части света по соседству со мной мелким человечиком, а я все еще не знаю вас, а вы меня стрекозу жалкую не знаете. позвольте ж драгоценный соседушка хотя посредством сих старческих гиероглифоф познакомиться с вами, пожать мысленно вашу ученую руку и поздравить вас с приездом из санкт-петербурга в наш недостойный материк, населенный мужиками и крестьянским народом т.е. плебейским элементом. давно искал я случая познакомиться с вами, жаждал, потому что наука в некотором роде мать наша родная, все одно как и цивилизацыя и потому что сердечно уважаю тех людей, знаменитое имя и звание которых увенчанное ореолом популярной славы, лаврами, кимвалами, орденами, лентами и аттестатами гремит как гром и молния по всем частям вселенного мира сего видимого и невидимого т. е. подлунного. я пламенно люблю астрономов, поэтов, метафизиков, приват-доцентов, химиков и других жрецов науки, к которым вы себя причисляете чрез свои умные факты и отрасли наук, т.е. продукты и плоды. говорят, что вы много книг напечатали во время умственного сидения с трубами, градусниками и кучей заграничных книг с заманчивыми рисунками. недавно заезжал в мои жалкие владения, в мои руины и развалины сосед мой герасимов и со свойственным ему фанатизмом бранил и порицал ваши мысли и идеи касательно человеческого происхождения и других явлений мира видимого и восставал и горячился против вашей умственной сферы и мыслительного горизонта покрытого светилами и аэроглитами. я не согласен с герасимовым касательно ваших умственных идей, потому что живу и питаюсь одной только наукой, которую провидение дало роду человеческому для вырытия из недр мира видимого и невидимого драгоценных металов, металоидов и бриллиантов, но все-таки простите меня, батюшка, насекомого еле видимого, если я осмелюсь опровергнуть по-стариковски некоторые ваши идеи касательно естества природы. герасимов сообщил мне, что будто вы сочинили сочинение в котором изволили изложить не весьма существенные идеи на щот людей и их первородногосостояния и допотопного бытия. вы изволили сочинить что человек произошел от обезьянских племен мартышек орангуташек и т.п. простите меня старичка, но я с вами касательно этого важного пункта не согласен и могу вам запятую поставить. ибо, если бы человек, властитель мира, умнейшее из дыхательных существ, происходил от глупой и невежественной обезьяны то у него был бы хвост и дикий голос. если бы мы происходили от обезьян, то нас теперь водили бы по городам цыганы на показ и мы платили бы деньги за показ друг друга, танцуя по приказу цыгана или сидя за решеткой в зверинце. разве мы покрыты кругом шерстью? разве мы не носим одеяний, коих лишены обезьяны? разве мы любили бы и не презирали бы женщину, если бы от нее хоть немножко пахло бы обезьяной, которую мы каждый вторник видим у предводителя дворянства? если бы наши прародители происходили от обезьян, то их не похоронили бы на христианском кладбище мой прапрадед например амвросий, живший во время оно в царстве польском был погребен не как обезьяна, а рядом с аббатом католическим иоакимом шостаком, записки коего об умеренном климате и неумеренном употреблении горячих напитков хранятся еще доселе у брата моего ивана маиора. абат значит католический поп. извените меня неука за то, что мешаюсь в ваши ученые дела и толкую по-своему по старчески и навязываю вам свои дикообразные и какие-то аляповатые идеи, которые у ученых и цивилизованных людей скорей помещаются в животе чем в голове. не могу умолчать и не терплю когда ученые неправильно мыслят в уме своем и не могу не возразить вам. герасимов сообщил мне, что вы неправильно мыслите об луне т.е. об месяце, который заменяет нам солнце в часы мрака и темноты, когда люди спят, а вы проводите электричество с места на место и фантазируете. не смейтесь над стариком за то что так глупо пишу. вы пишите, что на луне т.е.на месяце живут и обитают люди и племена. этого не может быть никогда, потому что если бы люди жили на луне то заслоняли бы для нас магический и волшебный свет ее своими домами и тучными пастбищами. без дождика люди не могут жить, а дождь идет вниз на землю, а не вверх на луну. люди живя на луне падали бы вниз на землю, а этого не бывает. нечистоты и помои сыпались бы на наш материк с населенной луны. могут ли люди жить на луне, если она существует только ночью, а днем исчезает? и правительства не могут дозволить жить на луне, потому что на ней по причине далекого расстояния и недосягаемости ее можно укрываться от повинностей очень легко. вы немножко ошиблись. вы сочинили и напечатали в своем умном соченении, как сказал мне герасимов, что будто бы на самом величайшем светиле, на солнце, есть черные пятнушки. этого не может быть, потому что этого не может быть никогда. как вы могли видеть на солнце пятны, если на солнце нельзя глядеть простыми человеческими глазами, и для чего на нем пятны, если и без них можно обойтиться? из какого мокрого тела сделаны эти самые пятны, если они не сгорают? может быть, по-вашему и рыбы живут на солнце? извените меня дурмана ядовитого, что так глупо съострил! ужасно я предан науке! рубль сей парус девятнадцатого столетия для меня не имеет никакой цены, наука его затемнила у моих глаз своими дальнейшими крылами. всякое открытие терзает меня как гвоздик в спине. хотя я невежда и старосветский помещик, а все же таки негодник старый занимаюсь наукой и открытиями, которые собственными руками произвожу и наполняю свою нелепую головешку, свой дикий череп мыслями и комплектом величайших знаний. матушка природа есть книга, которую надо читать и видеть. я много произвел открытий своим собственным умом, таких открытий, каких еще ни один реформатор не изобретал. скажу без хвастовства, что я не из последних касательно образованности, добытой мозолями, а не богатством родителей т.е. отца и матери или опекунов, которые часто губят детей своих посредством богатства, роскоши и шестиэтажных жилищ с невольниками и электрическими позвонками. вот что мой грошовый ум открыл. я открыл, что наша великая огненная лучистая хламида солнце раз в год рано утром занимательно и живописно играет разноцветными цветами и производит своим чудным мерцанием игривое впечатление. другое открытие. отчего зимою день короткий, а ночь длинная, а летом наоборот? день зимою оттого короткий, что подобно всем прочим предметам видимым и невидимым от холода сжимается и оттого, что солнце рано заходит, а ночь от возжения светильников и фонарей расширяется, ибо согревается. потом я открыл еще, что собаки весной траву кушают подобно овцам и что кофей для полнокровных людей вреден, потому что производит в голове головокружение, а в глазах мутный вид и тому подобное прочее. много я сделал открытий и кроме этого хотя и не имею аттестатов и свидетельств. приежжайте ко мне дорогой соседушко, ей-богу. откроем что-нибудь вместе, литературой займемся и вы меня поганенького вычислениям различным поучите. я недавно читал у одного французского ученого, что львиная морда совсем не похожа на человеческий лик, как думают ученыи. и насщот этого мы поговорим. приежжайте, сделайте милость. приежжайте хоть завтра например. мы теперь постное едим, но для вас будим готовить скоромное. дочь моя наташенька просила вас, чтоб вы с собой какие нибудь умные книги привезли. она у меня эманципе все у ней дураки только она одна умная. молодеж теперь я вам скажу, дает себя знать. дай им бог! через неделю ко мне прибудет брат мой иван маиор, человек хороший но между нами сказать, бурбон и наук не любит. это письмо должен вам доставить мой ключник трофим ровно в 8 часов вечера. если же привезет его пожже, то побейте его по щекам, по профессорски, нечего с этим племенем церемонится. если доставит пожже то значит в кабак анафема заходил. обычай ездить к соседям не нами выдуман не нами и окончится, а потому непременно приежжайте с машинками и книгами. я бы сам к вам поехал, да конфузлив очень и смелости не хватает. извените меня негодника за беспокойство, остаюсь уважающий вас войска донского отставной урядник из дворян, ваш сосед василий семи-булатов. источник: а.п. чехов. собрание сочинений в 12 томах под ред. в.в. ермилова, к.д. муратовой, з.с. паперного, а.и. ревякина. м.: художественная литература, 1960. т.1. следующая страница предыдущая страница",страницы из чехова: первый недурной рассказ
"южно-сахалинск, 29 янв - риа новости, ирина байбарза. официальная церемония открытия года антона чехова, 150-летний юбилей которого отмечается в россии в пятницу, прошла в южно-сахалинске, сообщил риа новости сотрудник управления информационной политики администрации области. кроме этой даты, на сахалине отметят 115-летие со дня издания книги остров сахалин, 120-летие со дня пребывания русского писателя и драматурга на сахалине и 15-летие со дня создания музея книги чехова остров сахалин. чехов прибыл на сахалин - место ссылки осужденных на каторгу - в июле 1890 года. три месяца он вел там работу исследователя, медика и социолога. чтобы ближе познакомиться с жизнью поселенцев и ссыльных, чехов произвел перепись сахалинского населения. в результате появились очерковые записки из сибири и остров сахалин. в пятницу в южно-сахалинске прошла встреча творческой и научной общественности, посвященная 150-летию со дня рождения классика и 120-й годовщине его сахалинского путешествия, а также научная конференция xiii чеховские чтения. а.п.чехов и книга остров сахалин в движении эпох: век xix - век xxi, - рассказал собеседник агентства. по его словам, присутствовавший на торжестве первый заместитель губернатора сахалинской области константин строганов отметил, что сахалинцы помнят, читают и ценят чехова. в островном регионе установлены памятники великому писателю, действуют музеи: историко-литературный - в александровске-сахалинском и литературно-художественный музей книги а.п.чехова остров сахалин - в областном центре. имя чехова носит сахалинский международный театральный центр. в области регулярно проходят международные научные конференции, посвященные сахалинскому путешествию классика и его книге остров сахалин. по данным управления культуры, в год чехова в сахалинской области запланировано проведение двух научных конференций, одна из которых имеет статус международной. завершится разработка интернет-сайта чехов и сахалин, который будет представлять собой виртуальный музей и библиотеку. выйдет в свет новое комментированное издание книги остров сахалин. в рамках празднования 150-летия со дня рождения писателя планируется установить бронзовый бюст чехова в александровске-сахалинском.",год чехова стартовал в сахалинской области
"красногорск, 29 января - риа новости. около 6 миллионов квадратных метров жилья будет построено в подмосковье в 2010 году, что на четверть меньше показателя 2009 года, сообщил журналистам на пресс-конференции губернатор московской области борис громов. в 2010 будет построено меньше, значительно меньше. по нашим оценкам, если будет 6 миллионов квадратных метров - будет хорошо, - отметил громов. по его словам, в 2009 году на территории области было построено около 8,2 миллиона квадратных метров жилья. в 2008 и 2007 годах в области ежегодно вводилось около 7,9 миллиона квадратных метров жилья. по данным министерства строительства области, из-за кризиса стоимость квадратного метра жилья в 2009 году упала на 15% до 56 тысячи рублей. в дальних районах подмосковья квадратный метр стоит около 38 тысяч рублей, а, к примеру, в химках, красногорске и одинцово - 70-74 тысячи рублей за квадратный метр.",объемы строительства жилья в подмосковье в 2010 году сократятся на четверть
"владивосток, 29 янв - риа новости. приморская рыбацкая плавбаза всеволод сибирцев потеряла ход в штормовом охотском море, на помощь ей направлено спасательное судно справедливый, сообщил в пятницу риа новости представитель владивостокского морского спасательно-координационного центра. на судне неисправности в машинном отделении. сейчас плавбаза бросила якорь возле западного побережья камчатки, на траверзе поселка усть-большерецк. спасательное судно справедливый подойдет к всеволоду сибирцеву 30 января, - уточнил собеседник агентства. скорость ветра в охотском море достигает 17-20 метров секунду, высота волн - до 4 метров. однако экипажу плавбазы, состоящему из нескольких сотен человек, и самому судну ничего не угрожает, отметил сотрудник спасательно-координационного центра.",плавбаза всеволод сибирцев потеряла ход в охотском море
"москва, 29 дек - риа новости. аэромобильный госпиталь мчс россии сворачивает свою работу в гаити, где за все время спасательной операции российские медики оказали помощь более 1700 пострадавшим, среди которых более 600 детей, сообщил в пятницу риа новости представитель управления информации мчс рф. накануне проводилось сворачивание аэромобильного госпиталя в гаити и подготовка его к возвращению в пункт постоянной дислокации, - сказал собеседник агентства. по его словам, в ближайшее время российские врачи вылетят в москву. также, по словам представителя мчс, руководство госпиталя передает уполномоченному представителю правительства республики гаити медицинское имущество и продукты питания. по данным мчс, за время работы аэромобильного госпиталя медицинская помощь была оказан 1738 пострадавшим, в том числе 606 детям. психологи мчс оказали помощь 1282 пострадавшим, - отметил представитель ведомства. также он напомнил, что за время работы в гаити российских спасателей с 15 по 22 января из-под завалов были извлечены девять человек, в том числе два ребенка. читать истории спасения гаитян из-под завалов кроме того, в мчс сообщили, что в четверг утром из москвы в гаити вылетел самолет ил-76 с грузом гуманитарной помощи. самолет совершил посадку сегодня ночью в аэропорту каракаса венесуэла. перелет в аэропорт порт-о-пренс запланирован на 30 января после дозагрузки еще 15 тонн гуманитарной помощи, - отметил представитель мчс.",аэромобильный госпиталь мчс рф сворачивает работу в гаити
